상품명,옵션내용,현재고,미발송수,주문수,주문금액,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3
워싱코튼 누빔 매트리스 커버,사이즈:ES 색상:웜그레이,103,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,62,102,117,99,44,38,34,49,12,15,52,98,37,16,17,21,7,8,7,4,3,0
플레이터널 ES,캠핑,36,0,,,0,0,0,0,0,0,0,0,23,72,133,96,103,138,226,115,78,86,129,84,93,89,183,158,117,135,169,78,68,97,84,41,38,27,39,28,25,26,29,15,19,6,9,1,4,5,7,1,0
에바다용 톤온톤 책장 800,도어-화이트(D8W),-1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,36,21,11,19,35,35,24,46,43,25,20,50,47,22,8,12,41,15,11,21,24,13,13,18,22,8,9,12,8,3,0
플레이터널 ES,"플래닛(슈팅스타,네이비)",17,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,31,16,32,57,60,36,44,44,28,36,45,57,24,24,16,40,17,32,19,35,16,19,16,4,2,0,3,3,1,0
펠트도어 1200,스트라이프 베이지,71,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,27,33,4,0
에바다용 톤온톤 2단 책장 800 (교구장),2G8W (뒷판/천지선반/포인트 포함),0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,3,2,1,3,0
스널크 침구 S,소방관,2,1,,,0,0,0,0,0,0,18,42,36,25,20,8,4,12,17,3,9,16,13,5,6,13,17,6,9,12,7,8,2,3,12,5,4,2,3,1,4,2,4,4,2,2,3,0,1,0,2,2,0
스널크 침구 S,올리(캣),10,2,,,0,0,0,0,0,0,0,1,9,1,10,5,5,2,6,0,5,6,5,4,2,4,7,5,2,4,4,2,5,0,7,2,2,4,16,6,3,12,12,3,1,5,2,7,0,2,0,3,0
스널크 침구 S,고래(웨일),27,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,14,15,5,5,5,6,4,4,8,3,5,2,4,2,1,1,3,2,2,2,3,0,1,2,1,2,0,1,0,2,0
스널크 침구 S,페이퍼주,73,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,50,24,17,23,15,22,11,4,9,11,16,15,11,10,3,5,1,7,3,4,3,2,0
스널크 침구 S,클라우드,73,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,6,7,7,5,7,13,9,8,10,19,5,4,2,8,6,5,2,5,5,1,0
스널크 침구 S,에어플레인 몽키,57,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,32,26,30,13,7,7,6,6,5,6,6,5,2,11,7,4,2,2,11,1,1,4,2,2,0
스널크 침구 S,닥터(의사),124,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,4,1,0,4,1,1,1,1,3,1,1,0,2,0
사틴 누빔 매트리스 패드,"사이즈:ES, 색상:그레이",175,1,,,0,0,0,0,0,0,0,0,0,78,157,85,135,228,319,166,230,304,520,335,328,480,826,688,532,675,572,87,50,55,49,68,45,56,33,13,15,14,26,18,12,22,45,24,31,30,28,18,0
AS용 보리 스페어,갈비살 - ES,3,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,65,0
캐리어,핑크,65,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,23,19,20,3,3,4,7,3,1,0,0,0,2,0
맘스툴 커버,그레이,750,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,407,477,87,133,443,281,97,75,254,88,52,47,66,39,242,222,356,228,148,32,37,34,28,19,29,16,1
북_와이어바스켓,화이트,52,31,,,0,0,0,1,0,2,99,221,233,131,174,129,95,150,298,163,138,204,423,298,378,496,522,468,576,691,492,229,734,905,591,463,453,383,556,404,348,322,444,304,243,178,218,109,65,33,66,81,0
사틴 누빔 매트리스 커버,사이즈:SS 색상:웜그레이,62,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,1,1,6,2,0,1,2,2,1,1,0,5,8,27,18,0
메쉬백밤부 시트커버,솔리드 오렌지,91,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,82,74,77,84,115,60,68,83,30,11,8,9,31,1,5,4,11,1,6,4,11,8,3,9,61,55,0
AS용 스페어 (밤부체어),고정바퀴,9,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,2,1,24,10,31,29,60,45,59,52,70,32,26,27,34,13,16,13,20,28,12,2,28,12,31,24,27,31,26,31,73,61,0
워싱코튼 누빔 매트리스 패드,사이즈:ES 색상:웜그레이,39,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,57,63,86,106,94,38,32,40,47,12,12,44,75,34,13,13,20,3,5,6,5,2,0
워싱코튼 누빔 매트리스 패드,사이즈:ES 색상:페이디드네이비,183,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,176,185,198,278,209,135,99,108,173,93,92,56,1,10,46,36,44,13,4,5,7,2,0
사틴 누빔 매트리스 커버,사이즈:ES 색상:페이디드네이비,355,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,27,21,24,15,10,5,13,15,8,3,6,1,2,13,8,11,3,0
파우치 에어360,단일상품,2683,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,123,134,129,78,75,51,155,118,137,110,99,106,0
기저귀 정리함,아이보리,1027,164,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,581,1
톤온톤 책장용 펠트보드,펜컵-레드,7796,2,,,0,0,0,0,0,0,0,0,0,0,0,0,3,26,47,15,9,22,243,156,180,229,443,358,320,305,407,141,164,169,157,68,137,74,102,41,48,62,76,19,39,34,45,13,23,23,34,20,0
자카드 원형 러그 150,다크그레이,25,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,20,36,29,16,8,16,16,12,8,37,20,19,1,1,3,3,2,1,19,5,0
안티 진드기커버 ES(90*200*25),화이트,1982,14,,,0,0,0,0,0,0,0,0,0,0,0,1,89,232,205,221,458,699,1163,745,812,1091,1756,1503,1162,1290,1421,936,985,1167,1038,530,478,378,648,531,503,449,695,379,367,307,283,143,83,108,104,71,0
니스툴그로우 유아소파,솔리드 핑크,45,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,40,5,14,7,5,8,15,34,22,8,4,13,9,20,14,12,9,5,6,10,3,6,6,2,6,31,14,0
마이크로파이버 속통,이불속통-여름용Q,420,0,,,0,0,0,0,0,0,0,0,33,19,16,22,6,0,14,12,11,11,11,13,6,6,23,30,11,7,9,26,16,35,16,3,0,7,15,101,14,15,11,17,4,2,1,12,8,3,1,4,0
주니어카시트 커버,블루,72,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,1,1,1,2,5,0,3,0,1,0,0,3,0,0,2,3,0
사틴 누빔 매트리스 커버,사이즈:SS 색상:페이디드네이비,2,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,4,5,4,4,1,1,0,1,3,0,6,12,3,38,49,0
사틴 누빔 매트리스 커버,"사이즈:ES, 색상:핑크",392,0,,,0,0,0,0,0,0,0,0,0,126,172,133,139,152,280,134,147,193,295,192,211,278,467,381,316,303,265,52,42,30,8,4,0,5,7,1,0,0,0,0,15,3,14,8,12,5,9,8,0
에바다용 톤온톤 책장 800,도어-그레이(D8G),4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,8,2,5,11,12,10,13,21,2,6,19,20,4,4,3,14,5,2,4,7,2,2,5,8,4,2,6,2,2,0
태블릿 스탠드 (NTS07),은색,38,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,89,59,41,28,47,26,25,10,16,12,9,7,7,2,3,10,2,17,4,2,2,2,0
사틴 누빔 매트리스 커버,"사이즈:SS, 색상:퍼플",74,7,,,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,3,5,4,0,1,8,6,5,9,1,1,53,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,3,21,0
아이핏 책상 전용 펠트도어,스트라이프- 아이보리,57,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,6,2,3,1,0
현대물류용 보리침대용 안전가드,하이1층용 트레이가드S - 소프트화이트,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,0
자체 보리침대용 안전가드,하이1층용 트레이가드S  - 베이지,37,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
빅클립,와이드(책장용),1284,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,85,85,102,201,613,754,169,179,66,88,88,74,18,5,8,17,8,37,4,10,5,9,7,4,1,0,0,2,3,0
AS용 스페어 (밤부체어),"이동바퀴(텐션X,락해제)",36,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,139,154,167,161,63,98,96,89,86,60,34,85,90,60,56,84,47,38,31,134,94,67,138,144,86,0
키즈 트래블 필로우(목베개),핑크,1066,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,187,165,106,89,87,76,60,103,32,150,26,25,10,14,6,6,5,6,6,74,102,0
데스크 스크린 (큰 사이즈),블루,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,27,17,15,16,18,2,16,7,16,9,5,11,8,2,1,3,9,4,4,2,6,4,5,0,9,6,3,2,10,1,0
워싱코튼 누빔 매트리스 패드,사이즈:SS 색상:페이디드네이비,14,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,42,37,52,65,26,30,32,38,26,23,26,10,6,10,24,58,2,0,0,0,1,0
플레이터널 ES,미스트블루(플래닛),18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,1,7,6,1,0
플레이터널 ES,모스카키(정글탐험),9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,4,2,1,0
2000장 펠트스크린,라이트 그레이,192,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
데스크 스크린 (큰 사이즈),레드,38,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,3,9,3,1,4,2,2,4,2,2,1,1,2,0,3,2,0,1,0,0,1,1,1,0,2,2,1,0
데스크 스크린 자석클립,단일상품,51,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,139,87,80,92,185,92,82,88,148,73,77,67,92,47,37,43,122,41,38,36,63,15,26,23,41,20,18,11,22,5,0
데스크 스크린용 나무집게,단일상품,20,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,271,180,158,184,370,184,164,176,282,144,154,139,182,92,76,86,243,78,75,72,122,30,50,46,82,40,36,22,44,10,0
데스크 스크린용 N로고 자석,단일상품,49,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,136,89,79,92,184,92,82,88,148,72,77,67,90,47,37,45,122,41,39,36,63,15,27,23,41,20,18,11,22,5,0
사틴 누빔 매트리스 커버,"사이즈:ES, 색상:브라운",165,1,,,0,0,0,0,0,0,0,0,0,63,61,37,30,45,86,43,39,68,135,54,83,107,153,116,74,93,60,8,5,10,1,0,0,3,0,0,0,0,0,0,26,1,5,3,6,0,10,7,0
사틴 누빔 매트리스 패드,사이즈:SS 색상:웜그레이,67,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,6,1,4,2,1,2,1,3,2,2,1,4,4,25,14,0
사틴 누빔 매트리스 커버,"사이즈:SS, 색상:블루",168,9,,,0,0,0,0,0,0,0,0,0,12,12,9,11,11,20,10,13,10,22,16,22,43,79,61,65,72,10,44,11,9,0,0,0,0,0,0,0,0,0,0,2,6,1,0,6,3,4,16,0
커버 - 체인지 (유아소파),쉐브론 핑크,0,0,,,0,0,1,68,78,84,58,38,5,0,2,17,21,5,6,8,10,7,7,2,8,6,3,3,5,0,0,2,11,3,1,5,3,2,4,4,2,0,1,0,3,2,0,0,0,0,0,1,0
사틴 누빔 매트리스 패드,"사이즈:SS, 색상:브라운",123,14,,,0,0,0,0,0,0,0,0,0,9,13,9,9,8,16,5,6,9,18,16,21,29,64,28,45,64,6,1,2,6,0,1,0,1,0,0,0,0,0,0,3,3,4,1,7,1,9,13,0
주니어카시트 커버,그레이,38,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,3,1,3,2,5,1,0,1,3,1,2,6,4,1,2,1,0,0,1,0,2,1,0
사틴 누빔 매트리스 패드,사이즈:ES 색상:소프트핑크,429,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,41,29,51,16,17,10,11,14,4,3,1,1,1,8,9,11,5,0
맘스툴 커버,진브라운,374,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,136,488,228,70,123,215,52,44,26,250,257,21,15,18,17,20,170,194,146,30,12,12,5,1
니스툴그로우 유아소파,솔리드 그레이,9,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,43,41,14,11,11,7,5,13,35,8,4,18,24,16,23,15,13,11,8,10,9,20,12,7,4,88,71,41,0
메쉬백밤부 시트커버,솔리드 그린,331,18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,202,165,125,118,183,87,99,106,27,4,8,12,9,10,5,1,8,6,7,0,6,3,5,4,82,76,0
톤온톤 책장용 펠트보드,와이어 레일,2786,36,,,0,0,0,0,0,0,0,0,0,0,0,8,199,712,1498,622,512,782,1887,798,856,1095,1769,1088,764,888,1220,460,466,392,157,70,63,70,100,54,58,52,74,42,39,37,33,22,63,134,242,97,0
톤온톤 책장용 펠트보드,펠트 후크 (3ea),3109,48,,,0,0,0,0,0,0,0,0,0,0,0,8,204,668,1423,591,503,746,1787,794,839,1093,1768,1088,761,887,1228,468,469,396,160,76,63,70,106,54,59,52,74,43,39,37,40,25,67,134,242,112,0
톤온톤 책장용 펠트보드,펠트보드-오렌지,141,13,,,0,0,0,0,0,0,0,0,0,0,0,1,18,100,170,81,65,55,113,53,69,69,89,81,41,41,59,25,36,26,15,3,4,3,4,0,2,1,7,4,0,2,2,0,0,0,9,25,0
톤온톤 책장용 펠트보드,밴드-오렌지 (펠트보드-오렌지/그린/레드),504,21,,,0,0,0,0,0,0,0,0,0,0,0,3,78,281,443,195,155,206,502,231,252,302,557,317,217,229,337,130,140,108,70,22,12,20,51,13,19,4,22,8,7,8,17,2,2,5,18,39,0
톤온톤 책장용 펠트보드,밴드-라이트그레이(펠트보드-기본),456,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,45,54,43,36,33,57,30,31,25,16,21,73,145,220,56,0
키즈 트래블 필로우(목베개),블루,1019,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,188,173,106,100,80,93,68,96,43,159,14,23,17,19,14,11,3,8,7,74,113,0
조립신청,경동직접,0,107,,,0,2,0,1,4,1,11,0,0,0,0,2,2,5,11,6,4,5,13,1,2,19,92,86,58,71,110,56,37,55,120,47,54,57,140,58,53,36,141,226,267,258,327,260,299,368,278,282,2
사틴 누빔 매트리스 커버,"사이즈:ES, 색상:블루",391,0,,,0,0,0,0,0,0,0,0,0,114,232,148,146,179,291,155,145,208,351,216,267,315,526,438,351,360,309,114,67,42,9,4,0,6,1,0,0,0,0,0,15,6,9,3,9,3,6,2,0
사틴 누빔 매트리스 커버,"사이즈:ES, 색상:퍼플",265,0,,,0,0,0,0,0,0,0,0,0,70,69,39,38,42,64,48,41,112,187,95,80,123,210,196,120,125,96,14,26,11,2,1,0,7,0,0,0,0,0,0,9,1,3,4,2,1,7,3,0
사틴 누빔 매트리스 패드,"사이즈:SS, 색상:핑크",109,4,,,0,0,0,0,0,0,0,0,0,15,44,28,33,36,45,18,39,47,61,27,41,70,115,94,74,63,22,8,10,9,6,0,0,0,0,0,0,0,0,0,2,1,5,1,8,2,4,5,0
플레이터널 ES,프린세스캐슬,8,0,,,0,0,0,0,0,0,0,0,0,0,0,1,39,51,110,49,84,115,188,101,101,107,198,182,159,154,210,137,112,133,100,62,57,38,52,52,32,34,49,21,21,12,9,4,2,0,0,2,0
키위체어,발받침,128,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,10,56,68,0
이사도움세트,이사도움키트,33,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,8,14,25,15,20,31,33,48,37,46,59,43,59,74,86,53,52,68,70,60,69,51,71,36,41,20,31,15,9,20,19,8,0
AS용 터치 LED 스탠드,어댑터 (블랙),95,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,16,18,25,20,20,8,11,19,32,15,15,11,16,17,20,15,23,18,14,22,31,14,5,15,21,12,0
AS용 스페어 (노트북거치대),렌치 (노트북거치대 NLS01),60,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,12,20,14,23,20,21,1
에바다용 플레이 부품,터널 튜브 1ea (ES),18,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,88,124,276,174,156,218,266,346,288,324,410,254,216,332,252,158,84,108,134,112,118,120,128,68,59,31,32,8,2,9,2,4,0
마그네틱바,오크(각인O),171,59,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,1734,528,557,584,1239,506,454,492,972,375,392,430,624,233,256,313,384,175,1
이사도움세트,우드펜슬(메꾸미)-내추럴,12,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,1,7,0,6,0,5,7,3,10,12,4,12,10,18,6,8,8,1,3,7,13,10,8,4,8,4,4,1,3,5,1,0
실리콘 손잡이,커버 그린,397,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,81,98,39,43,62,101,32,30,21,222,64,40,24,44,30,26,26,41,14,9,12,17,8,0
니스툴그로우 유아소파,쉐브론 블루,47,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
AS용 스페어 (뉴트럴 데스크),H 프레임-힌지(O)+나사세트,178,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,9,11,3,13,12,28,8,10,3,18,4,0
실리콘 손잡이,커버 오렌지,79,50,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,76,30,42,55,42,20,10,18,91,24,19,24,30,17,16,19,27,11,14,72,93,141,3
펠트도어 1200,클라우드 그린,86,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,19,25,43,15,16,23,19,3,3,6,8,3,1,7,6,5,4,6,6,3,2,11,15,6,0
몬스터 토이트렁크,그린,165,77,,,8,5,48,10,4,28,41,13,12,10,18,6,10,9,9,5,8,3,5,1,1,3,1,3,3,0,1,1,7,1,2,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,80,184,1
몬스터 토이트렁크,블루,8,8,,,11,1,34,12,6,69,32,31,25,21,17,16,22,10,14,7,5,2,3,3,2,4,2,3,1,3,4,2,9,0,0,1,5,1,0,1,1,0,0,0,0,0,0,0,0,2,106,57,0
몬스터 토이트렁크,핑크,210,52,,,5,7,45,4,5,39,26,15,9,9,20,4,6,5,9,1,9,1,4,0,0,2,7,4,0,1,2,1,1,0,0,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,94,147,0
커버 - 체인지 (유아소파),탄핑크,103,1,,,0,0,1,72,68,91,87,57,21,27,15,15,4,6,4,3,1,3,4,0,2,5,7,0,1,2,2,3,13,2,2,4,1,4,4,0,2,0,0,0,0,5,2,3,0,0,2,3,0
커버 - 체인지 (유아소파),플레인 그린,5,2,,,0,0,0,98,82,134,69,43,37,19,19,13,11,17,12,4,7,7,4,9,8,7,7,6,1,4,3,2,3,3,3,1,3,1,2,5,2,0,1,2,2,2,3,5,3,2,7,5,1
커버 - 체인지 (유아소파),스트라이프 핑크,67,0,,,0,0,1,34,41,28,27,39,22,15,12,12,11,4,1,3,5,2,1,4,3,11,1,1,4,1,0,2,8,1,1,3,3,0,3,3,2,0,0,1,2,8,4,1,2,1,2,1,0
커버 - 체인지 (유아소파),핑크 리브스,38,0,,,0,0,1,69,67,75,49,43,25,14,21,7,14,6,5,3,4,6,2,2,1,3,1,2,0,2,0,0,5,1,3,0,2,2,2,0,1,0,2,0,1,0,2,3,8,3,1,1,0
커버 - 자수 체인지 (유아소파),플라워레드,2,0,,,0,0,0,30,26,21,17,15,6,15,6,3,2,1,4,2,0,2,4,4,3,3,5,0,1,1,3,0,12,2,4,5,4,4,5,2,1,0,0,1,1,2,0,0,0,0,0,1,0
AS 기타,수리건,9866,2,,,0,0,2,12,106,7,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
원형 드로워,그린,9,2,,,0,0,0,0,0,9,76,16,17,5,20,8,1,15,14,8,9,5,4,0,0,0,3,2,0,0,1,3,3,2,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,24,33,2,0
벙커확장키트,화이트워시 이층,7,0,,,0,0,0,0,0,2,16,9,30,32,124,81,86,111,238,85,84,108,145,102,90,143,247,252,181,178,271,155,156,202,189,110,80,78,116,53,61,63,118,49,37,32,33,27,2,1,2,1,0
벙커확장키트,투톤(스톤) 이층,38,1,,,0,0,0,0,0,7,31,30,27,29,115,79,95,112,186,77,72,56,106,42,56,45,116,67,51,67,91,40,45,39,40,18,16,14,25,19,7,3,8,2,0,0,1,0,0,0,2,2,0
하이확장키트,투톤(스톤)2,0,0,,,0,0,0,0,0,7,77,31,48,47,84,43,61,74,120,48,40,33,51,19,32,22,53,25,22,30,39,21,22,13,24,8,9,5,18,13,2,0,1,0,0,0,0,0,0,0,0,1,0
사틴 누빔 매트리스 커버,"사이즈:SS, 색상:브라운",56,14,,,0,0,0,0,0,0,0,0,0,9,6,7,7,6,12,4,5,8,15,12,19,20,49,22,38,36,4,4,2,4,0,1,0,1,0,0,0,0,0,0,2,3,1,4,4,1,10,11,0
사틴 누빔 매트리스 패드,"사이즈:ES, 색상:블루",409,0,,,0,0,0,0,0,0,0,0,0,92,156,118,118,154,263,136,132,193,333,200,244,274,500,427,327,342,283,81,59,42,8,2,0,6,1,0,0,0,0,0,14,3,4,4,11,3,5,2,0
사틴 누빔 매트리스 패드,"사이즈:ES, 색상:브라운",204,1,,,0,0,0,0,0,0,0,0,0,62,57,29,31,45,94,45,35,64,124,55,88,106,148,113,65,104,50,46,5,10,0,0,0,3,0,0,0,0,0,0,22,0,5,4,4,0,6,5,0
사틴 누빔 매트리스 패드,"사이즈:ES, 색상:퍼플",224,0,,,0,0,0,0,0,0,0,0,0,53,49,31,32,35,61,40,41,96,163,83,72,119,194,185,110,119,85,25,25,11,2,0,0,7,0,0,0,0,0,0,6,1,0,3,2,2,5,2,0
